token,status,current_definition,family,domain,primary_model,primary_cosine,primary_family_rank,secondary_model,secondary_cosine,secondary_family_rank,proposed_definition,reviewer_decision,reviewer_notes
lens,likely_wrong,"A term statistically associated with camera, photo, cameras, eye. Selected corpus use: contact record; alternative contexts: learning plan, peripheral.",extraction_classification,contact_record,mixedbread-ai/mxbai-embed-large-v1,0.632323145866394,6,sentence-transformers/all-MiniLM-L6-v2,0.37018418312072754,8,"A curved transparent element that focuses light, or a viewpoint for interpretation.",pending,
leg,likely_wrong,"A term statistically associated with squat, press, knee, arm. Selected corpus use: scope boundary; alternative contexts: learning plan, small project.",context_clarification,scope_boundary,mixedbread-ai/mxbai-embed-large-v1,0.6332434415817261,11,sentence-transformers/all-MiniLM-L6-v2,0.43412408232688904,12,"A limb used for support and movement, or one stage of a journey.",pending,
couch,likely_wrong,"A term statistically associated with desk, bed, kitchen, dog. Selected corpus use: table comparison; alternative contexts: home repair, email.",reasoning_verification,table_comparison,mixedbread-ai/mxbai-embed-large-v1,0.6338934898376465,9,sentence-transformers/all-MiniLM-L6-v2,0.4041593074798584,10,"A long upholstered seat, or the act of expressing something in particular terms.",pending,
throws,likely_wrong,"A term statistically associated with pitcher, ball, player, balls. Selected corpus use: uncertain change; alternative contexts: life science, peripheral.",conversation_empathy,uncertain_change,mixedbread-ai/mxbai-embed-large-v1,0.6349078416824341,9,sentence-transformers/all-MiniLM-L6-v2,0.2957453727722168,7,Propels something through the air or causes a sudden state or event.,pending,
movements,likely_wrong,"A term statistically associated with dance, spreading, body, visual. Selected corpus use: survey response; alternative contexts: life science, civics.",extraction_classification,survey_response,mixedbread-ai/mxbai-embed-large-v1,0.6367363929748535,6,sentence-transformers/all-MiniLM-L6-v2,0.4748647212982178,11,"Changes of position, organized campaigns, or sections of music.",pending,
wool,likely_wrong,"A term statistically associated with fabric, cotton, socks, leather. Selected corpus use: feature ideas; alternative contexts: purchase decision, small project.",brainstorming_creativity,feature_ideas,mixedbread-ai/mxbai-embed-large-v1,0.6378849148750305,7,sentence-transformers/all-MiniLM-L6-v2,0.48602432012557983,9,"The soft hair of sheep and similar animals, used as a textile fibre.",pending,
butterflies,likely_wrong,"A term statistically associated with bees, adult, butterfly, insects. Selected corpus use: uncertain change; alternative contexts: file sync, network connection.",conversation_empathy,uncertain_change,mixedbread-ai/mxbai-embed-large-v1,0.6403603553771973,7,sentence-transformers/all-MiniLM-L6-v2,0.4883074164390564,6,"Insects with broad, often colorful wings and a complete metamorphic life cycle.",pending,
strength,likely_wrong,"A term statistically associated with muscle, endurance, muscular, training. Selected corpus use: web form; alternative contexts: peripheral, purchase decision.",troubleshooting,web_form,mixedbread-ai/mxbai-embed-large-v1,0.6419459581375122,8,sentence-transformers/all-MiniLM-L6-v2,0.34031379222869873,6,"The capacity to resist force, act effectively, or provide an advantage.",pending,
rides,likely_wrong,"A term statistically associated with attractions, roller, riding, park. Selected corpus use: project update; alternative contexts: learning plan, small project.",summarization_synthesis,project_update,mixedbread-ai/mxbai-embed-large-v1,0.6428409814834595,10,sentence-transformers/all-MiniLM-L6-v2,0.5185650587081909,11,"Travels on or in a vehicle, animal, or moving attraction.",pending,
circle,likely_wrong,"A term statistically associated with easiest, circular, lines, moon. Selected corpus use: survey response; alternative contexts: network connection, web form.",extraction_classification,survey_response,mixedbread-ai/mxbai-embed-large-v1,0.6429250240325928,9,sentence-transformers/all-MiniLM-L6-v2,0.3911118507385254,9,A round shape whose boundary is equally distant from its center.,pending,
frequency,likely_wrong,"A term statistically associated with pitch, intensity, waves, audio. Selected corpus use: outreach; alternative contexts: peripheral, workflow.",brainstorming_creativity,outreach,mixedbread-ai/mxbai-embed-large-v1,0.6492154598236084,7,sentence-transformers/all-MiniLM-L6-v2,0.3367336690425873,9,How often something occurs within a given interval.,pending,
mustard,likely_wrong,"A term statistically associated with seeds, onions, yellow, sauce. Selected corpus use: small project; alternative contexts: low cost activity, writing prompts.",planning_comparison,small_project,mixedbread-ai/mxbai-embed-large-v1,0.6504107713699341,6,sentence-transformers/all-MiniLM-L6-v2,0.35260841250419617,11,A pungent condiment made from mustard seeds.,pending,
goose,likely_wrong,"A term statistically associated with duck, bird, birds, flying. Selected corpus use: meeting transcript; alternative contexts: media literacy, personal finance.",summarization_synthesis,meeting_transcript,mixedbread-ai/mxbai-embed-large-v1,0.653261125087738,9,sentence-transformers/all-MiniLM-L6-v2,0.3649904131889343,8,A large waterbird related to ducks and swans.,pending,
electronic,likely_wrong,"A term statistically associated with devices, music, electronics, rock. Selected corpus use: case note; alternative contexts: learning plan, small project.",extraction_classification,case_note,mixedbread-ai/mxbai-embed-large-v1,0.6586592197418213,6,sentence-transformers/all-MiniLM-L6-v2,0.3477991223335266,7,Relating to devices or systems that control electric signals.,pending,
particles,likely_wrong,"A term statistically associated with particle, charged, quantum, physics. Selected corpus use: technical explanation; alternative contexts: travel plan, purchase decision.",writing_transformation,technical_explanation,mixedbread-ai/mxbai-embed-large-v1,0.6599181890487671,6,sentence-transformers/all-MiniLM-L6-v2,0.46389397978782654,6,Very small pieces of matter or discrete physical entities.,pending,
credit,likely_wrong,"A term statistically associated with card, cards, loans, payment. Selected corpus use: interface copy; alternative contexts: privacy security, financial decision.",critique_revision,interface_copy,mixedbread-ai/mxbai-embed-large-v1,0.6722716093063354,9,sentence-transformers/all-MiniLM-L6-v2,0.3648143410682678,9,"Recognition, borrowed funds, or an accounting entry of value.",pending,
gun,likely_wrong,"A term statistically associated with weapon, guns, violence, laws. Selected corpus use: feature ideas; alternative contexts: privacy security, financial decision.",brainstorming_creativity,feature_ideas,mixedbread-ai/mxbai-embed-large-v1,0.6729288101196289,6,sentence-transformers/all-MiniLM-L6-v2,0.3380330204963684,8,A weapon or device that fires a projectile or pressurized material.,pending,
dairy,likely_wrong,"A term statistically associated with milk, yogurt, products, meat. Selected corpus use: survey response; alternative contexts: purchase decision, feature ideas.",extraction_classification,survey_response,mixedbread-ai/mxbai-embed-large-v1,0.6730201244354248,7,sentence-transformers/all-MiniLM-L6-v2,0.553929328918457,7,Relating to milk products or the industry that produces them.,pending,
psychological,likely_wrong,"A term statistically associated with thriller, horror, child's, psychology. Selected corpus use: instructions; alternative contexts: physical safety, financial decision.",critique_revision,instructions,mixedbread-ai/mxbai-embed-large-v1,0.6750822067260742,7,sentence-transformers/all-MiniLM-L6-v2,0.47388824820518494,9,"Relating to the mind, emotions, or behavior.",pending,
summers,likely_wrong,"A term statistically associated with hot, warm, winter, springs. Selected corpus use: achievement; alternative contexts: small project, learning plan.",conversation_empathy,achievement,mixedbread-ai/mxbai-embed-large-v1,0.675640881061554,6,sentence-transformers/all-MiniLM-L6-v2,0.4658087491989136,13,Warm seasons between spring and autumn.,pending,
anger,likely_wrong,"A term statistically associated with emotions, fear, pain, angry. Selected corpus use: case note; alternative contexts: work stress, uncertain change.",extraction_classification,case_note,mixedbread-ai/mxbai-embed-large-v1,0.6782127022743225,7,sentence-transformers/all-MiniLM-L6-v2,0.47606125473976135,10,A strong feeling of displeasure or hostility.,pending,
minute,likely_wrong,"A term statistically associated with bar, minutes, hour, seconds. Selected corpus use: learning plan; alternative contexts: network connection, file sync.",planning_comparison,learning_plan,mixedbread-ai/mxbai-embed-large-v1,0.6800957918167114,7,sentence-transformers/all-MiniLM-L6-v2,0.40748918056488037,11,"A unit of sixty seconds, or extremely small in size.",pending,
vacation,likely_wrong,"A term statistically associated with destinations, beach, summer, relaxing. Selected corpus use: support reply; alternative contexts: travel plan, learning plan.",writing_transformation,support_reply,mixedbread-ai/mxbai-embed-large-v1,0.6808394193649292,6,sentence-transformers/all-MiniLM-L6-v2,0.5074537992477417,8,A period away from work or study used for rest or travel.,pending,
particle,likely_wrong,"A term statistically associated with particles, physics, quantum, speed. Selected corpus use: relationship tension; alternative contexts: uncertain change, media literacy.",conversation_empathy,relationship_tension,mixedbread-ai/mxbai-embed-large-v1,0.6828237771987915,11,sentence-transformers/all-MiniLM-L6-v2,0.36248475313186646,10,A very small piece of matter or a discrete physical entity.,pending,
taste,likely_wrong,"A term statistically associated with bitter, sweetness, sour, tongue. Selected corpus use: support thread; alternative contexts: small project, purchase decision.",summarization_synthesis,support_thread,mixedbread-ai/mxbai-embed-large-v1,0.686496376991272,8,sentence-transformers/all-MiniLM-L6-v2,0.40939033031463623,13,"The sense of flavor, a small sample, or a preference in style.",pending,
alphabetical,likely_wrong,"A term statistically associated with list, sorted, below, television. Selected corpus use: instructions; alternative contexts: contact record, names.",critique_revision,instructions,mixedbread-ai/mxbai-embed-large-v1,0.6959531307220459,6,sentence-transformers/all-MiniLM-L6-v2,0.40760737657546997,7,Arranged according to the conventional order of letters.,pending,
trail,likely_wrong,"A term statistically associated with hike, hiking, mile, trails. Selected corpus use: mathematics; alternative contexts: learning plan, travel plan.",explanation_learning,mathematics,mixedbread-ai/mxbai-embed-large-v1,0.6968598365783691,9,sentence-transformers/all-MiniLM-L6-v2,0.45851701498031616,8,"A path, track, or sequence of evidence left behind.",pending,
seas,likely_wrong,"A term statistically associated with oceans, sea, lakes, ships. Selected corpus use: financial decision; alternative contexts: event plan, life science.",safety_uncertainty,financial_decision,mixedbread-ai/mxbai-embed-large-v1,0.7003062963485718,7,sentence-transformers/all-MiniLM-L6-v2,0.5427138805389404,7,Large bodies of salt water smaller than oceans.,pending,
nut,likely_wrong,"A term statistically associated with nuts, peanut, fruit, butter. Selected corpus use: survey response; alternative contexts: event plan, names.",extraction_classification,survey_response,mixedbread-ai/mxbai-embed-large-v1,0.705348014831543,6,sentence-transformers/all-MiniLM-L6-v2,0.45288461446762085,7,"A hard-shelled edible seed, or a threaded metal fastener.",pending,
ale,likely_wrong,"A term statistically associated with pale, beer, alcohol, might. Selected corpus use: small project; alternative contexts: data pipeline, file sync.",planning_comparison,small_project,mixedbread-ai/mxbai-embed-large-v1,0.7073106169700623,10,sentence-transformers/all-MiniLM-L6-v2,0.22765925526618958,12,A type of beer brewed using warm fermentation.,pending,
climbing,likely_wrong,"A term statistically associated with rope, rock, hiking, climb. Selected corpus use: survey response; alternative contexts: public transit, learning plan.",extraction_classification,survey_response,mixedbread-ai/mxbai-embed-large-v1,0.7077372074127197,9,sentence-transformers/all-MiniLM-L6-v2,0.5702192187309265,10,"Moving upward using hands, feet, equipment, or gradual progress.",pending,
habits,likely_wrong,"A term statistically associated with habit, atomic, eating, healthy. Selected corpus use: peripheral; alternative contexts: web form, learning plan.",troubleshooting,peripheral,mixedbread-ai/mxbai-embed-large-v1,0.714603066444397,10,sentence-transformers/all-MiniLM-L6-v2,0.5497223734855652,10,Regular behaviors or practices acquired through repetition.,pending,
wearing,likely_wrong,"A term statistically associated with dress, socks, mask, shirt. Selected corpus use: writing prompts; alternative contexts: work stress, uncertain change.",brainstorming_creativity,writing_prompts,mixedbread-ai/mxbai-embed-large-v1,0.7231829166412354,6,sentence-transformers/all-MiniLM-L6-v2,0.449099600315094,10,"Having clothing or equipment on the body, or causing gradual damage through use.",pending,
dental,likely_wrong,"A term statistically associated with tooth, teeth, oral, disease. Selected corpus use: feature ideas; alternative contexts: financial decision, medical information.",brainstorming_creativity,feature_ideas,mixedbread-ai/mxbai-embed-large-v1,0.7262930870056152,8,sentence-transformers/all-MiniLM-L6-v2,0.5854441523551941,7,Relating to teeth or their care and treatment.,pending,
admitted,uncertain,"A term statistically associated with bar, percent, law, report. Selected corpus use: inventory record; alternative contexts: file sync, network connection.",extraction_classification,inventory_record,mixedbread-ai/mxbai-embed-large-v1,0.37077048420906067,1,sentence-transformers/all-MiniLM-L6-v2,0.04916250705718994,1,,pending,
principal,uncertain,"A term statistically associated with loan, interest, mortgage, bond. Selected corpus use: low cost activity; alternative contexts: web form, network connection.",brainstorming_creativity,low_cost_activity,mixedbread-ai/mxbai-embed-large-v1,0.3981984257698059,3,sentence-transformers/all-MiniLM-L6-v2,0.06472291052341461,3,,pending,
really,uncertain,"A term statistically associated with don't, it's, didn't, can't. Selected corpus use: lesson activity; alternative contexts: learning plan, small project.",brainstorming_creativity,lesson_activity,mixedbread-ai/mxbai-embed-large-v1,0.4096963405609131,3,sentence-transformers/all-MiniLM-L6-v2,0.08584441244602203,2,,pending,
arise,uncertain,"A term statistically associated with thoughts, competing, involving, situations. Selected corpus use: project plan; alternative contexts: learning plan, purchase decision.",critique_revision,project_plan,mixedbread-ai/mxbai-embed-large-v1,0.41790783405303955,1,sentence-transformers/all-MiniLM-L6-v2,0.21195946633815765,1,,pending,
neither,uncertain,"A term statistically associated with argue, expect, pride, zero. Selected corpus use: incident log; alternative contexts: web form, network connection.",summarization_synthesis,incident_log,mixedbread-ai/mxbai-embed-large-v1,0.42137616872787476,1,sentence-transformers/all-MiniLM-L6-v2,0.023973647505044937,1,,pending,
fallen,uncertain,"A term statistically associated with fruit, dry, tree, profits. Selected corpus use: meeting notes; alternative contexts: travel plan, learning plan.",writing_transformation,meeting_notes,mixedbread-ai/mxbai-embed-large-v1,0.423691987991333,5,sentence-transformers/all-MiniLM-L6-v2,0.15178513526916504,9,,pending,
sure,uncertain,"A term statistically associated with you're, get, it's, don't. Selected corpus use: lesson activity; alternative contexts: learning plan, small project.",brainstorming_creativity,lesson_activity,mixedbread-ai/mxbai-embed-large-v1,0.4250766336917877,3,sentence-transformers/all-MiniLM-L6-v2,0.0017937440425157547,2,,pending,
wouldn't,uncertain,"A term statistically associated with told, knew, think, till. Selected corpus use: timeline ambiguity; alternative contexts: learning plan, purchase decision.",context_clarification,timeline_ambiguity,mixedbread-ai/mxbai-embed-large-v1,0.42559462785720825,1,sentence-transformers/all-MiniLM-L6-v2,0.08693121373653412,1,,pending,
allowing,uncertain,"A term statistically associated with cell, tissue, users, score. Selected corpus use: lesson activity; alternative contexts: learning plan, network connection.",brainstorming_creativity,lesson_activity,mixedbread-ai/mxbai-embed-large-v1,0.42678800225257874,1,sentence-transformers/all-MiniLM-L6-v2,0.09256657212972641,5,,pending,
alone,uncertain,"A term statistically associated with sing, stand, left, singing. Selected corpus use: achievement; alternative contexts: small project, learning plan.",conversation_empathy,achievement,mixedbread-ai/mxbai-embed-large-v1,0.4270065724849701,2,sentence-transformers/all-MiniLM-L6-v2,0.06631353497505188,4,,pending,
simply,uncertain,"A term statistically associated with usually, called, often, perhaps. Selected corpus use: proportions; alternative contexts: peripheral, network connection.",reasoning_verification,proportions,mixedbread-ai/mxbai-embed-large-v1,0.4284175932407379,1,sentence-transformers/all-MiniLM-L6-v2,0.09463641792535782,2,,pending,
ups,uncertain,"A term statistically associated with push, exercises, pull, sit. Selected corpus use: mathematics; alternative contexts: purchase decision, learning plan.",explanation_learning,mathematics,mixedbread-ai/mxbai-embed-large-v1,0.43316733837127686,6,sentence-transformers/all-MiniLM-L6-v2,,,,pending,
added,uncertain,"A term statistically associated with sugars, milk, sugar, cheese. Selected corpus use: simple probability; alternative contexts: network connection, file sync.",reasoning_verification,simple_probability,mixedbread-ai/mxbai-embed-large-v1,0.4341040849685669,1,sentence-transformers/all-MiniLM-L6-v2,0.059185564517974854,1,,pending,
never,uncertain,"A term statistically associated with seen, forget, knew, always. Selected corpus use: incident log; alternative contexts: small project, learning plan.",summarization_synthesis,incident_log,mixedbread-ai/mxbai-embed-large-v1,0.4356154799461365,2,sentence-transformers/all-MiniLM-L6-v2,0.07558250427246094,1,,pending,
almost,uncertain,"A term statistically associated with always, entirely, identical, heating. Selected corpus use: schedule math; alternative contexts: small project, purchase decision.",reasoning_verification,schedule_math,mixedbread-ai/mxbai-embed-large-v1,0.43669188022613525,1,sentence-transformers/all-MiniLM-L6-v2,0.12658876180648804,1,,pending,
history,uncertain,"A term statistically associated with museum, greatest, culture, rich. Selected corpus use: project update; alternative contexts: learning plan, small project.",writing_transformation,project_update,mixedbread-ai/mxbai-embed-large-v1,0.43685922026634216,5,sentence-transformers/all-MiniLM-L6-v2,0.3153155446052551,9,,pending,
broke,uncertain,"A term statistically associated with hero, anti, directed, threatened. Selected corpus use: incident log; alternative contexts: learning plan, purchase decision.",summarization_synthesis,incident_log,mixedbread-ai/mxbai-embed-large-v1,0.4373326301574707,1,sentence-transformers/all-MiniLM-L6-v2,0.062478192150592804,1,,pending,
always,uncertain,"A term statistically associated with it's, almost, never, love. Selected corpus use: shopping arithmetic; alternative contexts: learning plan, small project.",reasoning_verification,shopping_arithmetic,mixedbread-ai/mxbai-embed-large-v1,0.4379006624221802,1,sentence-transformers/all-MiniLM-L6-v2,0.096245676279068,1,,pending,
career,uncertain,"A term statistically associated with pursue, solo, won, scoring. Selected corpus use: incident log; alternative contexts: network connection, peripheral.",summarization_synthesis,incident_log,mixedbread-ai/mxbai-embed-large-v1,0.43828821182250977,1,sentence-transformers/all-MiniLM-L6-v2,0.2133091688156128,1,,pending,
today's,uncertain,"A term statistically associated with chess, strategies, culture, world. Selected corpus use: inventory record; alternative contexts: software install, network connection.",extraction_classification,inventory_record,mixedbread-ai/mxbai-embed-large-v1,0.43889278173446655,1,sentence-transformers/all-MiniLM-L6-v2,0.12369807064533234,1,,pending,
picture,uncertain,"A term statistically associated with motion, nominated, director, awards. Selected corpus use: case note; alternative contexts: data literacy, peripheral.",extraction_classification,case_note,mixedbread-ai/mxbai-embed-large-v1,0.4391360878944397,4,sentence-transformers/all-MiniLM-L6-v2,0.1469329297542572,9,,pending,
regulate,uncertain,"A term statistically associated with immune, insulin, blood, skin. Selected corpus use: instructions; alternative contexts: medical information, physical safety.",critique_revision,instructions,mixedbread-ai/mxbai-embed-large-v1,0.441143274307251,7,sentence-transformers/all-MiniLM-L6-v2,,,,pending,
continued,uncertain,"A term statistically associated with war, political, campaigns, fall. Selected corpus use: incident log; alternative contexts: small project, learning plan.",summarization_synthesis,incident_log,mixedbread-ai/mxbai-embed-large-v1,0.4412962794303894,1,sentence-transformers/all-MiniLM-L6-v2,0.17602775990962982,1,,pending,
alliance,uncertain,"A term statistically associated with television, war, member, strategic. Selected corpus use: timeline ambiguity; alternative contexts: file sync, peripheral.",context_clarification,timeline_ambiguity,mixedbread-ai/mxbai-embed-large-v1,0.44148316979408264,1,sentence-transformers/all-MiniLM-L6-v2,0.1903550922870636,1,,pending,
allow,uncertain,"A term statistically associated with minutes, flexible, headphones, dry. Selected corpus use: inventory record; alternative contexts: learning plan, small project.",extraction_classification,inventory_record,mixedbread-ai/mxbai-embed-large-v1,0.4420792758464813,1,sentence-transformers/all-MiniLM-L6-v2,0.013492986559867859,1,,pending,
led,uncertain,"A term statistically associated with discovery, coach, leadership, invasion. Selected corpus use: low cost activity; alternative contexts: small project, learning plan.",brainstorming_creativity,low_cost_activity,mixedbread-ai/mxbai-embed-large-v1,0.4425247311592102,1,sentence-transformers/all-MiniLM-L6-v2,0.17754241824150085,1,,pending,
incorporate,uncertain,"A term statistically associated with daily, detection, approaches, everyday. Selected corpus use: peripheral; alternative contexts: learning plan, life science.",troubleshooting,peripheral,mixedbread-ai/mxbai-embed-large-v1,0.4433227777481079,6,sentence-transformers/all-MiniLM-L6-v2,,,,pending,
pictures,uncertain,"A term statistically associated with film, worldwide, grossing, motion. Selected corpus use: writing prompts; alternative contexts: purchase decision, small project.",brainstorming_creativity,writing_prompts,mixedbread-ai/mxbai-embed-large-v1,0.4433349668979645,3,sentence-transformers/all-MiniLM-L6-v2,0.11972548067569733,6,,pending,
though,uncertain,"A term statistically associated with didn't, models, it's, formal. Selected corpus use: project plan; alternative contexts: learning plan, small project.",critique_revision,project_plan,mixedbread-ai/mxbai-embed-large-v1,0.44355151057243347,1,sentence-transformers/all-MiniLM-L6-v2,-0.0005867239087820053,1,,pending,
impossible,uncertain,"A term statistically associated with mission, cruise, it's, observe. Selected corpus use: schedule math; alternative contexts: purchase decision, learning plan.",reasoning_verification,schedule_math,mixedbread-ai/mxbai-embed-large-v1,0.4440934658050537,2,sentence-transformers/all-MiniLM-L6-v2,-0.012322582304477692,1,,pending,
leaving,uncertain,"A term statistically associated with tries, ball, returned, trace. Selected corpus use: inventory record; alternative contexts: small project, learning plan.",extraction_classification,inventory_record,mixedbread-ai/mxbai-embed-large-v1,0.4444291591644287,1,sentence-transformers/all-MiniLM-L6-v2,0.09107227623462677,1,,pending,
faced,uncertain,"A term statistically associated with challenges, difficulties, winds, losing. Selected corpus use: incident log; alternative contexts: network connection, web form.",summarization_synthesis,incident_log,mixedbread-ai/mxbai-embed-large-v1,0.4450920820236206,1,sentence-transformers/all-MiniLM-L6-v2,0.213579922914505,1,,pending,
completely,uncertain,"A term statistically associated with cool, tire, shut, freezing. Selected corpus use: lesson activity; alternative contexts: web form, network connection.",brainstorming_creativity,lesson_activity,mixedbread-ai/mxbai-embed-large-v1,0.4464762806892395,5,sentence-transformers/all-MiniLM-L6-v2,0.07851392030715942,3,,pending,
can't,uncertain,"A term statistically associated with get, believe, it's, see. Selected corpus use: uncertain change; alternative contexts: learning plan, small project.",conversation_empathy,uncertain_change,mixedbread-ai/mxbai-embed-large-v1,0.44720807671546936,1,sentence-transformers/all-MiniLM-L6-v2,0.03297083079814911,1,,pending,
quotes,uncertain,"A term statistically associated with horror, literature, double, projects. Selected corpus use: simple probability; alternative contexts: life science, personal finance.",reasoning_verification,simple_probability,mixedbread-ai/mxbai-embed-large-v1,0.44897931814193726,1,sentence-transformers/all-MiniLM-L6-v2,0.20898845791816711,6,,pending,
retire,uncertain,"A term statistically associated with age, chose, years, hoping. Selected corpus use: schedule entry; alternative contexts: file sync, peripheral.",extraction_classification,schedule_entry,mixedbread-ai/mxbai-embed-large-v1,0.44916874170303345,1,sentence-transformers/all-MiniLM-L6-v2,0.19067808985710144,1,,pending,
looking,uncertain,"A term statistically associated with you're, something, it's, perfect. Selected corpus use: social mistake; alternative contexts: small project, learning plan.",conversation_empathy,social_mistake,mixedbread-ai/mxbai-embed-large-v1,0.45074889063835144,1,sentence-transformers/all-MiniLM-L6-v2,0.06155635789036751,1,,pending,
perfectly,uncertain,"A term statistically associated with sheet, partially, fluffy, cooked. Selected corpus use: timeline ambiguity; alternative contexts: web form, software install.",context_clarification,timeline_ambiguity,mixedbread-ai/mxbai-embed-large-v1,0.4518699645996094,1,sentence-transformers/all-MiniLM-L6-v2,0.10811981558799744,1,,pending,
expand,uncertain,"A term statistically associated with markets, cultures, opportunities, industries. Selected corpus use: low cost activity; alternative contexts: network connection, peripheral.",brainstorming_creativity,low_cost_activity,mixedbread-ai/mxbai-embed-large-v1,0.4539049565792084,1,sentence-transformers/all-MiniLM-L6-v2,0.06869091838598251,1,,pending,
allows,uncertain,"A term statistically associated with random, hydrogen, users, library. Selected corpus use: schedule entry; alternative contexts: learning plan, small project.",extraction_classification,schedule_entry,mixedbread-ai/mxbai-embed-large-v1,0.45529669523239136,2,sentence-transformers/all-MiniLM-L6-v2,0.07438957691192627,1,,pending,
lazy,uncertain,"A term statistically associated with watching, brown, night, dog. Selected corpus use: privacy security; alternative contexts: financial decision, physical safety.",safety_uncertainty,privacy_security,mixedbread-ai/mxbai-embed-large-v1,0.45531368255615234,6,sentence-transformers/all-MiniLM-L6-v2,,,,pending,
world,uncertain,"A term statistically associated with war, largest, championship, series. Selected corpus use: proportions; alternative contexts: small project, learning plan.",reasoning_verification,proportions,mixedbread-ai/mxbai-embed-large-v1,0.46087774634361267,1,sentence-transformers/all-MiniLM-L6-v2,0.16579242050647736,1,,pending,
get,uncertain,"A term statistically associated with don't, it's, can't, started. Selected corpus use: schedule math; alternative contexts: small project, learning plan.",reasoning_verification,schedule_math,mixedbread-ai/mxbai-embed-large-v1,0.4616912603378296,1,sentence-transformers/all-MiniLM-L6-v2,0.03910372033715248,1,,pending,
turns,uncertain,"A term statistically associated with hitting, runs, bat, takes. Selected corpus use: lesson activity; alternative contexts: peripheral, small project.",brainstorming_creativity,lesson_activity,mixedbread-ai/mxbai-embed-large-v1,0.46193015575408936,2,sentence-transformers/all-MiniLM-L6-v2,0.1988368183374405,1,,pending,
join,uncertain,"A term statistically associated with group, agent, celebrate, asked. Selected corpus use: incident log; alternative contexts: file sync, network connection.",summarization_synthesis,incident_log,mixedbread-ai/mxbai-embed-large-v1,0.46234211325645447,1,sentence-transformers/all-MiniLM-L6-v2,0.15274012088775635,1,,pending,
realize,uncertain,"A term statistically associated with didn't, don't, lucky, feel. Selected corpus use: timeline ambiguity; alternative contexts: learning plan, purchase decision.",context_clarification,timeline_ambiguity,mixedbread-ai/mxbai-embed-large-v1,0.4627332091331482,1,sentence-transformers/all-MiniLM-L6-v2,0.14683544635772705,2,,pending,
seems,uncertain,"A term statistically associated with parameter, capable, amount, function. Selected corpus use: peripheral; alternative contexts: learning plan, purchase decision.",troubleshooting,peripheral,mixedbread-ai/mxbai-embed-large-v1,0.46431833505630493,6,sentence-transformers/all-MiniLM-L6-v2,,,,pending,
greatest,uncertain,"A term statistically associated with rolling, regarded, widely, artists. Selected corpus use: inventory record; alternative contexts: learning plan, travel plan.",extraction_classification,inventory_record,mixedbread-ai/mxbai-embed-large-v1,0.46439531445503235,1,sentence-transformers/all-MiniLM-L6-v2,0.12456727027893066,1,,pending,
rolling,uncertain,"A term statistically associated with stones, stone, greatest, artists. Selected corpus use: inventory record; alternative contexts: event plan, file sync.",extraction_classification,inventory_record,mixedbread-ai/mxbai-embed-large-v1,0.46540820598602295,1,sentence-transformers/all-MiniLM-L6-v2,0.16034571826457977,1,,pending,
century,uncertain,"A term statistically associated with late, mid, coffee, chess. Selected corpus use: lesson activity; alternative contexts: learning plan, small project.",brainstorming_creativity,lesson_activity,mixedbread-ai/mxbai-embed-large-v1,0.4657345414161682,1,sentence-transformers/all-MiniLM-L6-v2,0.23712629079818726,3,,pending,
see,uncertain,"A term statistically associated with blind, don't, can't, it's. Selected corpus use: incident log; alternative contexts: small project, learning plan.",summarization_synthesis,incident_log,mixedbread-ai/mxbai-embed-large-v1,0.46619606018066406,1,sentence-transformers/all-MiniLM-L6-v2,0.1902012825012207,1,,pending,
civil,uncertain,"A term statistically associated with rights, war, activist, movement. Selected corpus use: proportions; alternative contexts: small project, network connection.",reasoning_verification,proportions,mixedbread-ai/mxbai-embed-large-v1,0.46634984016418457,8,sentence-transformers/all-MiniLM-L6-v2,,,,pending,
top,uncertain,"A term statistically associated with bottom, ranked, ten, list. Selected corpus use: shopping arithmetic; alternative contexts: small project, learning plan.",reasoning_verification,shopping_arithmetic,mixedbread-ai/mxbai-embed-large-v1,0.46660077571868896,1,sentence-transformers/all-MiniLM-L6-v2,0.23666507005691528,1,,pending,
overhead,uncertain,"A term statistically associated with press, bench, lights, push. Selected corpus use: workflow; alternative contexts: learning plan, schedule entry.",brainstorming_creativity,workflow,mixedbread-ai/mxbai-embed-large-v1,0.4682036340236664,7,sentence-transformers/all-MiniLM-L6-v2,,,,pending,
gradually,uncertain,"A term statistically associated with increase, intensity, years, sessions. Selected corpus use: incident log; alternative contexts: small project, learning plan.",summarization_synthesis,incident_log,mixedbread-ai/mxbai-embed-large-v1,0.4689902663230896,1,sentence-transformers/all-MiniLM-L6-v2,0.15589852631092072,1,,pending,
definitely,uncertain,"A term statistically associated with bowling, something, probably, going. Selected corpus use: inventory record; alternative contexts: small project, learning plan.",extraction_classification,inventory_record,mixedbread-ai/mxbai-embed-large-v1,0.469058096408844,1,sentence-transformers/all-MiniLM-L6-v2,0.05899200588464737,1,,pending,
used,uncertain,"A term statistically associated with commonly, widely, technique, often. Selected corpus use: sequence pattern; alternative contexts: peripheral, network connection.",reasoning_verification,sequence_pattern,mixedbread-ai/mxbai-embed-large-v1,0.47050273418426514,2,sentence-transformers/all-MiniLM-L6-v2,0.229798823595047,3,,pending,
