token,short_definition,classification_status,selected_rank,statistical_usages_json,family,domain,assignment_method,contextual_sources,context_score,role_prior_score,source_count,total_occurrences,surface_policy,statistical_gloss,definition_kind,definition_review_decision,definition_embedding_consensus
hot,"A term statistically associated with springs, cold, dogs, fries. Selected corpus use: low cost activity; alternative contexts: small project, event plan.",review_required,14,"[{""cell_index"":3,""domain"":""low_cost_activity"",""family"":""brainstorming_creativity"",""rank"":14,""score"":13.74495082,""usage_gloss"":""The selected generation use places this term in low cost activity contexts for brainstorming creativity."",""usage_kind"":""selected_generation""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":1,""score"":13.95360999,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":0,""domain"":""event_plan"",""family"":""brainstorming_creativity"",""rank"":2,""score"":13.93335578,""usage_gloss"":""The alternative statistical use places this term in event plan contexts for brainstorming creativity."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":92,""domain"":""network_connection"",""family"":""troubleshooting"",""rank"":3,""score"":13.9030894,""usage_gloss"":""The alternative statistical use places this term in network connection contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":95,""domain"":""web_form"",""family"":""troubleshooting"",""rank"":4,""score"":13.89399691,""usage_gloss"":""The alternative statistical use places this term in web form contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""}]",brainstorming_creativity,low_cost_activity,cross_source_context,2,13.74495082,0.0,2,852,grounded_quoted_term,,,,
illegal,"A term statistically associated with legal, flower, drug, alcohol. Selected corpus use: low cost activity; alternative contexts: event plan, privacy security.",statistically_plausible,5,"[{""cell_index"":3,""domain"":""low_cost_activity"",""family"":""brainstorming_creativity"",""rank"":5,""score"":14.45744906,""usage_gloss"":""The selected generation use places this term in low cost activity contexts for brainstorming creativity."",""usage_kind"":""selected_generation""},{""cell_index"":0,""domain"":""event_plan"",""family"":""brainstorming_creativity"",""rank"":1,""score"":14.74084365,""usage_gloss"":""The alternative statistical use places this term in event plan contexts for brainstorming creativity."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":81,""domain"":""privacy_security"",""family"":""safety_uncertainty"",""rank"":2,""score"":14.72358323,""usage_gloss"":""The alternative statistical use places this term in privacy security contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":78,""domain"":""financial_decision"",""family"":""safety_uncertainty"",""rank"":3,""score"":14.48922346,""usage_gloss"":""The alternative statistical use places this term in financial decision contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":4,""score"":14.48457938,""usage_gloss"":""The alternative statistical use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""}]",brainstorming_creativity,low_cost_activity,cross_source_context,2,14.45744906,0.0,2,73,grounded_quoted_term,,,,
imaging,"The creation or processing of visual representations, often for diagnosis.",statistically_plausible,5,"[{""cell_index"":3,""domain"":""low_cost_activity"",""family"":""brainstorming_creativity"",""rank"":5,""score"":14.69576309,""usage_gloss"":""The selected generation use places this term in low cost activity contexts for brainstorming creativity."",""usage_kind"":""selected_generation""},{""cell_index"":79,""domain"":""medical_information"",""family"":""safety_uncertainty"",""rank"":1,""score"":15.05445383,""usage_gloss"":""The alternative statistical use places this term in medical information contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":80,""domain"":""physical_safety"",""family"":""safety_uncertainty"",""rank"":2,""score"":15.0194306,""usage_gloss"":""The alternative statistical use places this term in physical safety contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":78,""domain"":""financial_decision"",""family"":""safety_uncertainty"",""rank"":3,""score"":14.83750385,""usage_gloss"":""The alternative statistical use places this term in financial decision contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":81,""domain"":""privacy_security"",""family"":""safety_uncertainty"",""rank"":4,""score"":14.79380727,""usage_gloss"":""The alternative statistical use places this term in privacy security contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""}]",brainstorming_creativity,low_cost_activity,cross_source_context,2,14.69576309,0.0,2,59,grounded_quoted_term,"A term statistically associated with magnetic, medical, brain, tissue. Selected corpus use: low cost activity; alternative contexts: medical information, physical safety.",operator_accepted_original_definition,accepted,supported_by_both
incorporated,"A term statistically associated with styles, city, beat, albums. Selected corpus use: low cost activity; alternative contexts: event plan, writing prompts.",statistically_supported,2,"[{""cell_index"":3,""domain"":""low_cost_activity"",""family"":""brainstorming_creativity"",""rank"":2,""score"":14.10883493,""usage_gloss"":""The selected generation use places this term in low cost activity contexts for brainstorming creativity."",""usage_kind"":""selected_generation""},{""cell_index"":0,""domain"":""event_plan"",""family"":""brainstorming_creativity"",""rank"":1,""score"":14.16143059,""usage_gloss"":""The alternative statistical use places this term in event plan contexts for brainstorming creativity."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":7,""domain"":""writing_prompts"",""family"":""brainstorming_creativity"",""rank"":3,""score"":14.05941639,""usage_gloss"":""The alternative statistical use places this term in writing prompts contexts for brainstorming creativity."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":59,""domain"":""air_travel"",""family"":""practical_action"",""rank"":4,""score"":14.0257584,""usage_gloss"":""The alternative statistical use places this term in air travel contexts for practical action."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":1,""domain"":""feature_ideas"",""family"":""brainstorming_creativity"",""rank"":5,""score"":13.98439654,""usage_gloss"":""The alternative statistical use places this term in feature ideas contexts for brainstorming creativity."",""usage_kind"":""alternative_statistical_context""}]",brainstorming_creativity,low_cost_activity,cross_source_context,2,14.10883493,0.0,2,159,grounded_quoted_term,,,,
increasing,"A term statistically associated with demand, increase, rates, growth. Selected corpus use: low cost activity; alternative contexts: financial decision, purchase decision.",statistically_plausible,6,"[{""cell_index"":3,""domain"":""low_cost_activity"",""family"":""brainstorming_creativity"",""rank"":6,""score"":14.35162506,""usage_gloss"":""The selected generation use places this term in low cost activity contexts for brainstorming creativity."",""usage_kind"":""selected_generation""},{""cell_index"":78,""domain"":""financial_decision"",""family"":""safety_uncertainty"",""rank"":1,""score"":14.5748248,""usage_gloss"":""The alternative statistical use places this term in financial decision contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":2,""score"":14.57090261,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":3,""score"":14.56995357,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":57,""domain"":""travel_plan"",""family"":""planning_comparison"",""rank"":4,""score"":14.41551653,""usage_gloss"":""The alternative statistical use places this term in travel plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",brainstorming_creativity,low_cost_activity,cross_source_context,2,14.35162506,0.0,2,224,grounded_quoted_term,,,,
individuals,"A term statistically associated with differently, businesses, groups, tax. Selected corpus use: low cost activity; alternative contexts: small project, privacy security.",review_required,11,"[{""cell_index"":3,""domain"":""low_cost_activity"",""family"":""brainstorming_creativity"",""rank"":11,""score"":14.22985568,""usage_gloss"":""The selected generation use places this term in low cost activity contexts for brainstorming creativity."",""usage_kind"":""selected_generation""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":1,""score"":14.54939589,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":81,""domain"":""privacy_security"",""family"":""safety_uncertainty"",""rank"":2,""score"":14.52751117,""usage_gloss"":""The alternative statistical use places this term in privacy security contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":78,""domain"":""financial_decision"",""family"":""safety_uncertainty"",""rank"":3,""score"":14.52472074,""usage_gloss"":""The alternative statistical use places this term in financial decision contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":4,""score"":14.51411298,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",brainstorming_creativity,low_cost_activity,cross_source_context,2,14.22985568,0.0,2,381,grounded_quoted_term,,,,
industry,"A term statistically associated with industries, mining, renewable, electrical. Selected corpus use: low cost activity; alternative contexts: small project, purchase decision.",review_required,11,"[{""cell_index"":3,""domain"":""low_cost_activity"",""family"":""brainstorming_creativity"",""rank"":11,""score"":14.05341371,""usage_gloss"":""The selected generation use places this term in low cost activity contexts for brainstorming creativity."",""usage_kind"":""selected_generation""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":1,""score"":14.46059716,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":2,""score"":14.45622532,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":57,""domain"":""travel_plan"",""family"":""planning_comparison"",""rank"":3,""score"":14.45458626,""usage_gloss"":""The alternative statistical use places this term in travel plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":4,""score"":14.44864618,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",brainstorming_creativity,low_cost_activity,cross_source_context,2,14.05341371,0.0,2,561,grounded_quoted_term,,,,
injuries,"A term statistically associated with suffered, injured, severe, accident. Selected corpus use: low cost activity; alternative contexts: privacy security, peripheral.",statistically_supported,2,"[{""cell_index"":3,""domain"":""low_cost_activity"",""family"":""brainstorming_creativity"",""rank"":2,""score"":14.23701506,""usage_gloss"":""The selected generation use places this term in low cost activity contexts for brainstorming creativity."",""usage_kind"":""selected_generation""},{""cell_index"":81,""domain"":""privacy_security"",""family"":""safety_uncertainty"",""rank"":1,""score"":14.26320324,""usage_gloss"":""The alternative statistical use places this term in privacy security contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":93,""domain"":""peripheral"",""family"":""troubleshooting"",""rank"":3,""score"":14.17865845,""usage_gloss"":""The alternative statistical use places this term in peripheral contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":4,""score"":14.14815132,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":5,""score"":14.13153681,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",brainstorming_creativity,low_cost_activity,cross_source_context,2,14.23701506,0.0,2,116,grounded_quoted_term,,,,
injury,"A term statistically associated with prone, gear, illness, severe. Selected corpus use: low cost activity; alternative contexts: peripheral, physical safety.",review_required,16,"[{""cell_index"":3,""domain"":""low_cost_activity"",""family"":""brainstorming_creativity"",""rank"":16,""score"":14.32237996,""usage_gloss"":""The selected generation use places this term in low cost activity contexts for brainstorming creativity."",""usage_kind"":""selected_generation""},{""cell_index"":93,""domain"":""peripheral"",""family"":""troubleshooting"",""rank"":1,""score"":14.70830606,""usage_gloss"":""The alternative statistical use places this term in peripheral contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":80,""domain"":""physical_safety"",""family"":""safety_uncertainty"",""rank"":2,""score"":14.7030434,""usage_gloss"":""The alternative statistical use places this term in physical safety contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":95,""domain"":""web_form"",""family"":""troubleshooting"",""rank"":3,""score"":14.65201302,""usage_gloss"":""The alternative statistical use places this term in web form contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":4,""score"":14.48771394,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",brainstorming_creativity,low_cost_activity,cross_source_context,2,14.32237996,0.0,2,118,grounded_quoted_term,,,,
investors,"A term statistically associated with stock, stocks, market, shares. Selected corpus use: low cost activity; alternative contexts: learning plan, financial decision.",review_required,15,"[{""cell_index"":3,""domain"":""low_cost_activity"",""family"":""brainstorming_creativity"",""rank"":15,""score"":14.25243517,""usage_gloss"":""The selected generation use places this term in low cost activity contexts for brainstorming creativity."",""usage_kind"":""selected_generation""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":1,""score"":14.65021801,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":78,""domain"":""financial_decision"",""family"":""safety_uncertainty"",""rank"":2,""score"":14.63139032,""usage_gloss"":""The alternative statistical use places this term in financial decision contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":3,""score"":14.55997923,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":90,""domain"":""data_pipeline"",""family"":""troubleshooting"",""rank"":4,""score"":14.55646782,""usage_gloss"":""The alternative statistical use places this term in data pipeline contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""}]",brainstorming_creativity,low_cost_activity,cross_source_context,2,14.25243517,0.0,2,172,grounded_quoted_term,,,,
island,"A term statistically associated with islands, beaches, coast, beach. Selected corpus use: low cost activity; alternative contexts: event plan, lesson activity.",statistically_supported,2,"[{""cell_index"":3,""domain"":""low_cost_activity"",""family"":""brainstorming_creativity"",""rank"":2,""score"":13.94942775,""usage_gloss"":""The selected generation use places this term in low cost activity contexts for brainstorming creativity."",""usage_kind"":""selected_generation""},{""cell_index"":0,""domain"":""event_plan"",""family"":""brainstorming_creativity"",""rank"":1,""score"":13.97006896,""usage_gloss"":""The alternative statistical use places this term in event plan contexts for brainstorming creativity."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":2,""domain"":""lesson_activity"",""family"":""brainstorming_creativity"",""rank"":3,""score"":13.94023711,""usage_gloss"":""The alternative statistical use places this term in lesson activity contexts for brainstorming creativity."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":7,""domain"":""writing_prompts"",""family"":""brainstorming_creativity"",""rank"":4,""score"":13.90655247,""usage_gloss"":""The alternative statistical use places this term in writing prompts contexts for brainstorming creativity."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":5,""domain"":""outreach"",""family"":""brainstorming_creativity"",""rank"":5,""score"":13.84172397,""usage_gloss"":""The alternative statistical use places this term in outreach contexts for brainstorming creativity."",""usage_kind"":""alternative_statistical_context""}]",brainstorming_creativity,low_cost_activity,cross_source_context,2,13.94942775,0.0,2,782,grounded_quoted_term,,,,
joint,"A term statistically associated with joints, movement, jet, burger. Selected corpus use: low cost activity; alternative contexts: event plan, small project.",statistically_plausible,4,"[{""cell_index"":3,""domain"":""low_cost_activity"",""family"":""brainstorming_creativity"",""rank"":4,""score"":14.09490656,""usage_gloss"":""The selected generation use places this term in low cost activity contexts for brainstorming creativity."",""usage_kind"":""selected_generation""},{""cell_index"":0,""domain"":""event_plan"",""family"":""brainstorming_creativity"",""rank"":1,""score"":14.24933153,""usage_gloss"":""The alternative statistical use places this term in event plan contexts for brainstorming creativity."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":2,""score"":14.24574782,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":37,""domain"":""physical_science"",""family"":""explanation_learning"",""rank"":3,""score"":14.23491895,""usage_gloss"":""The alternative statistical use places this term in physical science contexts for explanation learning."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":35,""domain"":""media_literacy"",""family"":""explanation_learning"",""rank"":5,""score"":14.09072315,""usage_gloss"":""The alternative statistical use places this term in media literacy contexts for explanation learning."",""usage_kind"":""alternative_statistical_context""}]",brainstorming_creativity,low_cost_activity,cross_source_context,2,14.09490656,0.0,2,153,grounded_quoted_term,,,,
kind,"A term statistically associated with love, it's, felt, always. Selected corpus use: low cost activity; alternative contexts: small project, learning plan.",review_required,17,"[{""cell_index"":3,""domain"":""low_cost_activity"",""family"":""brainstorming_creativity"",""rank"":17,""score"":13.78955338,""usage_gloss"":""The selected generation use places this term in low cost activity contexts for brainstorming creativity."",""usage_kind"":""selected_generation""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":1,""score"":14.24755142,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":2,""score"":14.23229435,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":3,""score"":14.21325628,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":57,""domain"":""travel_plan"",""family"":""planning_comparison"",""rank"":4,""score"":14.17493752,""usage_gloss"":""The alternative statistical use places this term in travel plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",brainstorming_creativity,low_cost_activity,cross_source_context,2,13.78955338,0.0,2,782,grounded_quoted_term,,,,
lack,"A term statistically associated with due, insulin, sexual, poor. Selected corpus use: low cost activity; alternative contexts: small project, learning plan.",statistically_plausible,9,"[{""cell_index"":3,""domain"":""low_cost_activity"",""family"":""brainstorming_creativity"",""rank"":9,""score"":14.38356814,""usage_gloss"":""The selected generation use places this term in low cost activity contexts for brainstorming creativity."",""usage_kind"":""selected_generation""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":1,""score"":14.63759205,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":2,""score"":14.60590042,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":3,""score"":14.55490255,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":57,""domain"":""travel_plan"",""family"":""planning_comparison"",""rank"":4,""score"":14.52711395,""usage_gloss"":""The alternative statistical use places this term in travel plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",brainstorming_creativity,low_cost_activity,cross_source_context,2,14.38356814,0.0,2,304,grounded_quoted_term,,,,
laser,"A term statistically associated with beam, tag, devices, precise. Selected corpus use: low cost activity; alternative contexts: event plan, small project.",statistically_supported,2,"[{""cell_index"":3,""domain"":""low_cost_activity"",""family"":""brainstorming_creativity"",""rank"":2,""score"":14.21397136,""usage_gloss"":""The selected generation use places this term in low cost activity contexts for brainstorming creativity."",""usage_kind"":""selected_generation""},{""cell_index"":0,""domain"":""event_plan"",""family"":""brainstorming_creativity"",""rank"":1,""score"":14.22670414,""usage_gloss"":""The alternative statistical use places this term in event plan contexts for brainstorming creativity."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":3,""score"":14.20564526,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":4,""domain"":""names"",""family"":""brainstorming_creativity"",""rank"":4,""score"":14.0434377,""usage_gloss"":""The alternative statistical use places this term in names contexts for brainstorming creativity."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":2,""domain"":""lesson_activity"",""family"":""brainstorming_creativity"",""rank"":5,""score"":14.03084369,""usage_gloss"":""The alternative statistical use places this term in lesson activity contexts for brainstorming creativity."",""usage_kind"":""alternative_statistical_context""}]",brainstorming_creativity,low_cost_activity,cross_source_context,2,14.21397136,0.0,2,104,grounded_quoted_term,,,,
law,"A term statistically associated with enforcement, conservation, legal, civil. Selected corpus use: low cost activity; alternative contexts: network connection, peripheral.",review_required,16,"[{""cell_index"":3,""domain"":""low_cost_activity"",""family"":""brainstorming_creativity"",""rank"":16,""score"":13.97989341,""usage_gloss"":""The selected generation use places this term in low cost activity contexts for brainstorming creativity."",""usage_kind"":""selected_generation""},{""cell_index"":92,""domain"":""network_connection"",""family"":""troubleshooting"",""rank"":1,""score"":14.25342758,""usage_gloss"":""The alternative statistical use places this term in network connection contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":93,""domain"":""peripheral"",""family"":""troubleshooting"",""rank"":2,""score"":14.23673822,""usage_gloss"":""The alternative statistical use places this term in peripheral contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":3,""score"":14.20870051,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":95,""domain"":""web_form"",""family"":""troubleshooting"",""rank"":4,""score"":14.20530735,""usage_gloss"":""The alternative statistical use places this term in web form contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""}]",brainstorming_creativity,low_cost_activity,cross_source_context,2,13.97989341,0.0,2,855,grounded_quoted_term,,,,
lead,"A term statistically associated with vocals, guitar, bass, rhythm. Selected corpus use: low cost activity; alternative contexts: event plan, small project.",review_required,12,"[{""cell_index"":3,""domain"":""low_cost_activity"",""family"":""brainstorming_creativity"",""rank"":12,""score"":13.95312287,""usage_gloss"":""The selected generation use places this term in low cost activity contexts for brainstorming creativity."",""usage_kind"":""selected_generation""},{""cell_index"":0,""domain"":""event_plan"",""family"":""brainstorming_creativity"",""rank"":1,""score"":14.17387412,""usage_gloss"":""The alternative statistical use places this term in event plan contexts for brainstorming creativity."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":2,""score"":14.13035568,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":92,""domain"":""network_connection"",""family"":""troubleshooting"",""rank"":3,""score"":14.07529453,""usage_gloss"":""The alternative statistical use places this term in network connection contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":4,""score"":14.06835868,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",brainstorming_creativity,low_cost_activity,cross_source_context,2,13.95312287,0.13988571,2,875,grounded_quoted_term,,,,
leaf,"A term statistically associated with stem, kale, lettuce, green. Selected corpus use: low cost activity; alternative contexts: media literacy, small project.",statistically_supported,1,"[{""cell_index"":3,""domain"":""low_cost_activity"",""family"":""brainstorming_creativity"",""rank"":1,""score"":14.19278189,""usage_gloss"":""The selected generation use places this term in low cost activity contexts for brainstorming creativity."",""usage_kind"":""selected_generation""},{""cell_index"":35,""domain"":""media_literacy"",""family"":""explanation_learning"",""rank"":2,""score"":14.02419233,""usage_gloss"":""The alternative statistical use places this term in media literacy contexts for explanation learning."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":3,""score"":13.9990638,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":28,""domain"":""project_plan"",""family"":""critique_revision"",""rank"":4,""score"":13.97849621,""usage_gloss"":""The alternative statistical use places this term in project plan contexts for critique revision."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":72,""domain"":""schedule_math"",""family"":""reasoning_verification"",""rank"":5,""score"":13.9360467,""usage_gloss"":""The alternative statistical use places this term in schedule math contexts for reasoning verification."",""usage_kind"":""alternative_statistical_context""}]",brainstorming_creativity,low_cost_activity,cross_source_context,2,14.19278189,0.0,2,140,grounded_quoted_term,,,,
led,"A term statistically associated with discovery, coach, leadership, invasion. Selected corpus use: low cost activity; alternative contexts: small project, learning plan.",review_required,16,"[{""cell_index"":3,""domain"":""low_cost_activity"",""family"":""brainstorming_creativity"",""rank"":16,""score"":13.70565558,""usage_gloss"":""The selected generation use places this term in low cost activity contexts for brainstorming creativity."",""usage_kind"":""selected_generation""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":1,""score"":14.26448369,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":2,""score"":14.23441761,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":3,""score"":14.21282269,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":57,""domain"":""travel_plan"",""family"":""planning_comparison"",""rank"":4,""score"":14.1842419,""usage_gloss"":""The alternative statistical use places this term in travel plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",brainstorming_creativity,low_cost_activity,cross_source_context,2,13.70565558,0.0,2,871,grounded_quoted_term,,,,
lettuce,"A term statistically associated with tomato, kale, spinach, salad. Selected corpus use: low cost activity; alternative contexts: life science, personal finance.",statistically_supported,3,"[{""cell_index"":3,""domain"":""low_cost_activity"",""family"":""brainstorming_creativity"",""rank"":3,""score"":13.8511991,""usage_gloss"":""The selected generation use places this term in low cost activity contexts for brainstorming creativity."",""usage_kind"":""selected_generation""},{""cell_index"":33,""domain"":""life_science"",""family"":""explanation_learning"",""rank"":1,""score"":13.88116628,""usage_gloss"":""The alternative statistical use places this term in life science contexts for explanation learning."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":36,""domain"":""personal_finance"",""family"":""explanation_learning"",""rank"":2,""score"":13.88116628,""usage_gloss"":""The alternative statistical use places this term in personal finance contexts for explanation learning."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":30,""domain"":""civics"",""family"":""explanation_learning"",""rank"":4,""score"":13.83986821,""usage_gloss"":""The alternative statistical use places this term in civics contexts for explanation learning."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":32,""domain"":""data_literacy"",""family"":""explanation_learning"",""rank"":5,""score"":13.83986821,""usage_gloss"":""The alternative statistical use places this term in data literacy contexts for explanation learning."",""usage_kind"":""alternative_statistical_context""}]",brainstorming_creativity,low_cost_activity,cross_source_context,2,13.8511991,0.0,2,106,grounded_quoted_term,,,,
